"","Code.région","Nom.de.la.région","Code.département","Code.arrondissement","Code.canton","Code.commune","Nom.de.la.commune","Population.municipale","Population.comptée.à.part","Population.totale"
"777",42,"Alsace",68,3,6,68258,"Pulversheim",2925,72,2997
"778",42,"Alsace",68,1,7,68259,"Raedersdorf",509,9,518
"779",42,"Alsace",68,3,24,68260,"Raedersheim",1150,21,1171
"780",42,"Alsace",68,6,25,68261,"Rammersmatt",213,5,218
"781",42,"Alsace",68,6,22,68262,"Ranspach",842,25,867
"782",42,"Alsace",68,4,11,68263,"Ranspach-le-Bas",680,10,690
"783",42,"Alsace",68,4,11,68264,"Ranspach-le-Haut",618,17,635
"784",42,"Alsace",68,4,13,68265,"Rantzwiller",819,18,837
"785",42,"Alsace",68,3,6,68266,"Réguisheim",1810,25,1835
"786",42,"Alsace",68,4,27,68267,"Reiningue",1908,29,1937
"787",42,"Alsace",68,1,5,68268,"Retzwiller",634,14,648
"788",42,"Alsace",68,5,20,68269,"Ribeauvillé",4806,186,4992
"789",42,"Alsace",68,4,27,68270,"Richwiller",3516,53,3569
"790",42,"Alsace",68,4,9,68271,"Riedisheim",12012,346,12358
"791",42,"Alsace",68,2,2,68272,"Riedwihr",401,6,407
"792",42,"Alsace",68,1,10,68273,"Riespach",710,32,742
"793",42,"Alsace",68,3,8,68274,"Rimbach-près-Guebwiller",234,1,235
"794",42,"Alsace",68,6,15,68275,"Rimbach-près-Masevaux",489,9,498
"795",42,"Alsace",68,3,8,68276,"Rimbachzell",202,5,207
"796",42,"Alsace",68,5,12,68277,"Riquewihr",1164,40,1204
"797",42,"Alsace",68,4,9,68278,"Rixheim",13632,290,13922
"798",42,"Alsace",68,6,25,68279,"Roderen",898,19,917
"799",42,"Alsace",68,5,20,68280,"Rodern",334,12,346
"800",42,"Alsace",68,3,6,68281,"Roggenhouse",473,6,479
"801",42,"Alsace",68,1,5,68282,"Romagny",229,7,236
"802",42,"Alsace",68,5,23,68283,"Rombach-le-Franc",834,21,855
"803",42,"Alsace",68,1,7,68284,"Roppentzwiller",696,9,705
"804",42,"Alsace",68,5,20,68285,"Rorschwihr",392,12,404
"805",42,"Alsace",68,4,11,68286,"Rosenau",2223,32,2255
"806",42,"Alsace",68,3,21,68287,"Rouffach",4561,296,4857
"807",42,"Alsace",68,1,10,68288,"Ruederbach",367,13,380
"808",42,"Alsace",68,4,31,68289,"Ruelisheim",2320,62,2382
"809",42,"Alsace",68,3,6,68291,"Rumersheim-le-Haut",1122,26,1148
"810",42,"Alsace",68,3,6,68290,"Rustenhart",825,13,838
"811",42,"Alsace",68,6,22,68292,"Saint-Amarin",2338,55,2393
"812",42,"Alsace",68,1,1,68081,"Saint-Bernard",531,8,539
"813",42,"Alsace",68,1,5,68293,"Saint-Cosme",91,1,92
"814",42,"Alsace",68,5,20,68296,"Saint-Hippolyte",1028,19,1047
"815",42,"Alsace",68,4,11,68297,"Saint-Louis",19990,360,20350
"816",42,"Alsace",68,1,10,68299,"Saint-Ulrich",308,3,311
"817",42,"Alsace",68,5,23,68294,"Sainte-Croix-aux-Mines",2021,24,2045
"818",42,"Alsace",68,2,28,68295,"Sainte-Croix-en-Plaine",2794,56,2850
"819",42,"Alsace",68,5,23,68298,"Sainte-Marie-aux-Mines",5290,147,5437
"820",42,"Alsace",68,4,31,68300,"Sausheim",5454,135,5589
"821",42,"Alsace",68,4,13,68301,"Schlierbach",1137,39,1176
"822",42,"Alsace",68,6,3,68302,"Schweighouse-Thann",725,20,745
"823",42,"Alsace",68,1,1,68303,"Schwoben",246,11,257
"824",42,"Alsace",68,6,15,68304,"Sentheim",1669,19,1688
"825",42,"Alsace",68,1,10,68305,"Seppois-le-Bas",1235,14,1249
"826",42,"Alsace",68,1,10,68306,"Seppois-le-Haut",484,10,494
"827",42,"Alsace",68,6,15,68307,"Sewen",529,4,533
"828",42,"Alsace",68,6,15,68308,"Sickert",329,9,338
"829",42,"Alsace",68,4,13,68309,"Sierentz",3244,35,3279
"830",42,"Alsace",68,5,12,68310,"Sigolsheim",1183,34,1217
"831",42,"Alsace",68,2,18,68311,"Sondernach",653,14,667
"832",42,"Alsace",68,1,7,68312,"Sondersdorf",347,11,358
"833",42,"Alsace",68,6,15,68313,"Soppe-le-Bas",740,22,762
"834",42,"Alsace",68,6,15,68314,"Soppe-le-Haut",564,17,581
"835",42,"Alsace",68,3,24,68315,"Soultz-Haut-Rhin",7210,135,7345
"836",42,"Alsace",68,2,18,68316,"Soultzbach-les-Bains",714,11,725
"837",42,"Alsace",68,2,18,68317,"Soultzeren",1145,26,1171
"838",42,"Alsace",68,3,21,68318,"Soultzmatt",2346,52,2398
"839",42,"Alsace",68,1,1,68319,"Spechbach-le-Bas",705,20,725
"840",42,"Alsace",68,1,1,68320,"Spechbach-le-Haut",647,17,664
"841",42,"Alsace",68,6,3,68321,"Staffelfelden",3727,60,3787
"842",42,"Alsace",68,6,3,68322,"Steinbach",1356,35,1391
"843",42,"Alsace",68,4,13,68323,"Steinbrunn-le-Bas",649,19,668
"844",42,"Alsace",68,4,13,68324,"Steinbrunn-le-Haut",584,14,598
"845",42,"Alsace",68,1,10,68325,"Steinsoultz",781,12,793
"846",42,"Alsace",68,1,5,68326,"Sternenberg",156,3,159
"847",42,"Alsace",68,4,13,68327,"Stetten",338,7,345
"848",42,"Alsace",68,6,22,68328,"Storckensohn",228,10,238
"849",42,"Alsace",68,2,18,68329,"Stosswihr",1364,33,1397
"850",42,"Alsace",68,1,10,68330,"Strueth",338,12,350
"851",42,"Alsace",68,2,2,68331,"Sundhoffen",1928,55,1983
"852",42,"Alsace",68,1,1,68332,"Tagolsheim",741,18,759
"853",42,"Alsace",68,1,1,68333,"Tagsdorf",307,15,322
"854",42,"Alsace",68,6,25,68334,"Thann",7931,171,8102
"855",42,"Alsace",68,5,20,68335,"Thannenkirch",443,18,461
"856",42,"Alsace",68,1,5,68336,"Traubach-le-Bas",501,12,513
"857",42,"Alsace",68,1,5,68337,"Traubach-le-Haut",564,14,578
"858",42,"Alsace",68,2,26,68338,"Turckheim",3723,87,3810
"859",42,"Alsace",68,1,10,68340,"Ueberstrass",368,12,380
"860",42,"Alsace",68,4,13,68341,"Uffheim",865,26,891
"861",42,"Alsace",68,6,3,68342,"Uffholtz",1580,28,1608
"862",42,"Alsace",68,3,24,68343,"Ungersheim",2062,32,2094
"863",42,"Alsace",68,6,22,68344,"Urbès",450,9,459
"864",42,"Alsace",68,2,2,68345,"Urschenheim",705,18,723
"865",42,"Alsace",68,1,5,68192,"Valdieu-Lutran",402,9,411
"866",42,"Alsace",68,1,7,68347,"Vieux-Ferrette",657,13,670
"867",42,"Alsace",68,6,25,68348,"Vieux-Thann",2895,69,2964
"868",42,"Alsace",68,4,11,68349,"Village-Neuf",3853,68,3921
"869",42,"Alsace",68,2,26,68350,"Voegtlinshoffen",531,25,556
"870",42,"Alsace",68,2,19,68351,"Vogelgrun",656,9,665
"871",42,"Alsace",68,2,19,68352,"Volgelsheim",2237,29,2266
"872",42,"Alsace",68,4,13,68353,"Wahlbach",492,8,500
"873",42,"Alsace",68,2,26,68354,"Walbach",868,44,912
"874",42,"Alsace",68,1,10,68355,"Waldighofen",1518,19,1537
"875",42,"Alsace",68,1,1,68356,"Walheim",951,19,970
"876",42,"Alsace",68,4,13,68357,"Waltenheim",565,19,584
"877",42,"Alsace",68,2,18,68358,"Wasserbourg",454,13,467
"878",42,"Alsace",68,6,3,68359,"Wattwiller",1731,40,1771
"879",42,"Alsace",68,2,19,68360,"Weckolsheim",612,14,626
"880",42,"Alsace",68,6,15,68361,"Wegscheid",336,8,344
"881",42,"Alsace",68,4,11,68362,"Wentzwiller",696,12,708
"882",42,"Alsace",68,1,7,68363,"Werentzhouse",578,15,593
"883",42,"Alsace",68,3,21,68364,"Westhalten",981,11,992
"884",42,"Alsace",68,2,26,68365,"Wettolsheim",1682,47,1729
"885",42,"Alsace",68,2,2,68366,"Wickerschwihr",772,19,791
"886",42,"Alsace",68,2,2,68367,"Widensolen",1208,20,1228
"887",42,"Alsace",68,2,18,68368,"Wihr-au-Val",1271,35,1306
"888",42,"Alsace",68,6,22,68370,"Wildenstein",192,2,194
"889",42,"Alsace",68,1,1,68371,"Willer",330,6,336
"890",42,"Alsace",68,6,25,68372,"Willer-sur-Thur",1873,32,1905
"891",42,"Alsace",68,1,7,68373,"Winkel",331,13,344
"892",42,"Alsace",68,2,26,68374,"Wintzenheim",7592,430,8022
"893",42,"Alsace",68,6,3,68375,"Wittelsheim",10573,138,10711
"894",42,"Alsace",68,4,27,68376,"Wittenheim",14512,232,14744
"895",42,"Alsace",68,1,1,68377,"Wittersdorf",836,22,858
"896",42,"Alsace",68,1,5,68378,"Wolfersdorf",351,5,356
"897",42,"Alsace",68,2,19,68379,"Wolfgantzen",1037,16,1053
"898",42,"Alsace",68,1,7,68380,"Wolschwiller",467,12,479
"899",42,"Alsace",68,3,24,68381,"Wuenheim",783,19,802
"900",42,"Alsace",68,4,13,68382,"Zaessingue",344,4,348
"901",42,"Alsace",68,5,12,68383,"Zellenberg",357,15,372
"902",42,"Alsace",68,4,17,68384,"Zillisheim",2631,72,2703
"903",42,"Alsace",68,2,26,68385,"Zimmerbach",877,41,918
"904",42,"Alsace",68,4,9,68386,"Zimmersheim",1114,31,1145
